,full_name,pac,sho,pas,dri,def,phy,overall
2328,Ezequiel Cerutti,90,65,68,76,26,67,74
2329,Pablo Hernández Dominguez,71,70,74,78,42,58,74
2330,Jakob Johansson,55,63,64,64,72,82,74
2331,Andrey Semenov,53,40,57,59,75,74,74
2332,Rodrigo Javier De Paul,69,70,74,79,39,63,74
2333,Jaílton Alves Miranda,85,68,66,76,24,60,74
2334,Jonás Ramalho Chimeno,74,35,56,53,74,73,74
2335,Kléber Laube Pinheiro,57,73,64,73,33,76,74
2336,Ewerton José Almeida Santos,59,37,56,60,74,70,74
2337,Juan Carlos Gustaldo,55,76,60,66,22,73,74
2338,Daniel Pacheco Lobato,74,66,72,81,30,61,74
2339,Dennis Aogo,68,56,74,73,73,75,74
2340,Manuel Meñarez,83,72,58,74,33,59,74
2341,Stefan Ristovski,81,61,63,74,70,75,74
2342,Rafael Cabral Barbosa,75,73,71,74,54,73,74
2343,Sérgio Miguel Relvas de Oliveira,63,74,77,75,51,56,74
2344,Diego Rigonato Rodrigues,74,73,75,75,47,62,74
2345,Ousmane Dramé,92,64,63,80,38,64,74
2346,Konstantinos Lamprou,78,65,75,79,44,66,74
2347,Marc Janko,51,77,52,61,35,77,74
2348,Clarence Sortomayrés,79,76,57,63,22,69,74
2349,Vladislav Ignatiev,80,68,73,73,52,63,74
2350,Ryder Matos Santos,78,70,63,78,30,66,74
2351,Zainadine Chavango Júnior,71,39,55,62,74,77,74
2352,Abdou Razack Traoré,84,69,71,78,39,71,74
2353,Alejandro Martínez Sánchez,76,56,68,69,71,67,74
2354,Marcelo Larrondo,62,71,65,69,28,72,74
2355,Alex Iwobi,78,61,66,82,28,65,74
2356,Carlos Salcedo,67,26,49,60,76,74,74
2357,Timo Baumgartl,58,34,56,55,76,70,74
2358,Brad Guzan,74,69,74,76,37,73,74
2359,Jonathan Urretaviscaya,85,69,72,75,33,61,74
2360,Lorenzo Melgarejo,84,69,66,76,63,69,74
2361,Gonçalo Manuel Ganchinho Guedes,82,75,70,76,36,64,74
2362,Jorge Ortiz,72,64,72,71,68,70,74
2363,Anderson Plata,91,71,57,74,38,69,74
2364,Leonardo Ulloa,49,72,62,69,42,79,74
2365,Eloy Room,75,74,69,75,45,70,74
2366,Takashi Usami,77,68,71,78,30,43,74
2367,Fábio Ricardo Gomes Fonseca,70,70,74,76,59,62,74
2368,Fábio Rafael Rodrigues Cardoso,66,33,46,58,74,76,74
2369,Hélder Jorge Rodrigues Barbosa,80,70,69,78,42,63,74
2370,Sofyan Amrabat,68,52,76,77,57,73,74
2371,Rodrigo Mora,79,74,67,74,28,71,74
2372,Rubén Botta,80,63,74,78,30,63,74
2373,Amath Ndiaye Diedhiou,90,69,63,80,44,68,74
2374,Albert Adomah,87,67,67,73,42,67,74
2375,Nélson Ricardo Rodrigues Lenho,68,47,71,71,72,75,74
2376,Levan Mchedlidze,67,69,55,69,29,76,74
2377,Adama Soumaoro,59,37,50,52,74,83,74
2378,Steven Bergwijn,85,67,65,80,27,63,74
2379,Juan Forlín,64,40,61,58,75,73,74
2380,Lacina Traoré,68,73,51,64,34,75,74
2381,Tomáš Kalas,75,49,53,65,74,75,74
2382,Aitor Sanz Martín,67,62,74,70,66,77,74
2383,Júnior Fernandes,78,70,56,75,30,71,74
2384,Mitchell Langerak,77,73,52,78,50,70,74
2385,Tiago Miguel Baía Pinto,82,60,71,75,69,69,74
2386,Pedro Gallese,77,69,68,72,47,72,74
2387,Shin Wook Kim,51,75,62,65,46,82,74
2388,Neil Taylor,72,39,66,70,75,68,74
2389,Uğur Demirok,48,43,56,57,75,78,74
2390,Dale Stephens,63,65,73,67,71,75,74
2391,Thabo Matlaba,83,71,69,74,70,54,74
2392,Mikel Merino Zazón,61,63,72,72,69,72,74
2393,Marc Roca Junqué,56,56,72,71,69,66,74
2394,Diego Biseswar,75,69,70,79,27,62,74
2395,Yasser Al Shahrani,87,58,69,72,70,63,74
2396,Sloan Privat,65,71,58,66,31,67,74
2397,Uílson de Souza Paula Júnior,82,57,71,77,69,59,74
2398,Guillermo Sara,74,70,75,77,43,69,74
2399,Antonio Ríos,66,57,68,62,70,76,74
2400,Oussama Tannane,78,77,68,78,36,71,74
2401,Rene Ribagaso,72,49,68,64,74,70,74
2402,Igor Armaş,52,33,51,39,76,77,74
2403,Fabrizio Cacciatore,75,53,60,63,75,78,74
2404,Ricardo van Rhijn,82,59,69,68,71,71,74
2405,Felix Bastians,81,59,69,66,73,75,74
2406,Sibusiso Vilakazi,76,68,69,74,36,62,74
2407,Victorino M. Magela Sá,71,72,73,76,42,75,74
2408,James Troisi,77,69,72,74,37,65,74
2409,Kei Kamara,76,72,60,71,28,78,74
2410,Musa Çağıran,68,69,75,74,69,77,74
2411,Kirill Nababkin,82,57,65,62,74,75,74
2412,Giovani Lo Celso,75,62,76,77,40,63,74
2413,Mouctar Diakhaby,49,31,42,46,75,80,74
2414,François Moubandje,71,48,65,70,75,77,74
2415,Gökdeniz Karadeniz,73,71,69,80,47,55,74
2416,Taiseer Al Jassam,71,68,70,71,72,73,74
2417,Marcel Heller,93,65,63,76,28,64,74
2418,Vincent Pajot,65,57,71,72,74,70,74
2419,Daniel Bocanegra,73,56,68,65,71,78,74
2420,Warner Hahn,74,74,66,79,48,68,74
2421,Adriano Leandro Soares Taffarel,68,76,74,73,18,77,74
2422,Denis Stracqualursi,64,76,50,62,40,73,74
2423,Bram Castro,73,72,52,74,35,78,74
2424,James Forrest,90,65,69,77,30,59,74
2425,Ogenyi Onazi,80,64,72,76,69,72,74
2426,Thomas Strakosha,74,70,73,80,44,69,74
2427,Çağlar Söyüncü,71,45,50,58,75,76,74
2428,Enis Bardhi,73,73,74,77,36,56,74
2429,Ken Reichel,74,70,66,67,72,76,74
2430,Tiago Manuel Dias Correia,83,73,69,75,28,78,74
2431,Molla Wagué,58,33,41,44,74,81,74
2432,Marcelo Galvarado,74,53,63,73,72,66,74
2433,Kieran Tierney,83,43,67,70,68,70,74
2434,Neeskens Kebano,83,72,70,76,31,62,74
2435,Michael Salcatorini,67,68,69,76,37,49,74
2436,Bruno Ferreira Bonfim,79,69,67,76,48,63,74
2437,Leandro Romagnoli,56,68,76,75,35,57,74
2438,Isaac Brizuela,91,69,68,76,32,66,74
2439,Daniele Croce,77,59,72,75,65,71,74
2440,Agustin Jelverado,54,45,66,59,74,74,74
2441,Mikel Rico Moreno,53,63,70,66,70,75,74
2442,Milan Biševac,58,52,63,55,73,76,74
2443,David Stockdale,74,69,79,77,34,69,74
2444,José Ángel Valdés Díaz,75,51,67,69,71,68,74
2445,Vladislav Stoyanov,71,75,71,76,49,73,74
2446,Harry Winks,73,58,74,74,57,65,74
2447,Paolo Ketlun,43,48,55,50,74,80,74
2448,Kevin Großkreutz,73,65,72,68,69,75,74
2449,Muhammet Demir,78,74,69,81,31,67,74
2450,Eduardo Gottardi,74,72,68,72,41,77,74
2451,Darío Lezcano,84,73,68,75,43,73,74
2452,Kirill Panchenko,76,75,70,72,27,67,74
2453,Jason Puncheon,66,68,75,75,61,70,74
2454,Àlex Granell Nogué,65,70,76,73,65,68,74
2455,Gojko Cimirot,74,67,71,73,65,69,74
2456,Ravel Morrison,72,66,73,78,43,54,74
2457,Kaíqundo Moncora,56,47,57,53,75,74,74
2458,Adolfo Heitor Padilha Alves,83,57,65,75,71,68,74
2459,Lazaros Christodoulopoulos,76,74,72,74,54,68,74
2460,Robin Olsen,71,73,71,75,35,72,74
2461,Laurent Depoitre,58,72,59,63,37,84,74
2462,Alejandro Bedoya,69,65,70,72,62,72,74
2463,Alaixys Romao,66,55,66,67,73,77,74
2464,Dax McCarty,60,54,68,70,71,74,74
2465,Marco Sau,90,72,71,80,22,56,74
2466,Julian Schieber,68,75,59,64,28,76,74
2467,Naïm Sliti,75,67,70,77,37,69,74
2468,Martin Ødegaard,72,58,74,83,32,42,74
2469,Zdravko Kuzmanović,44,68,74,68,70,72,74
2470,Franco Jara,78,74,67,75,33,67,74
2471,Gabrìel Vasconcellos F.,77,74,61,79,36,69,74
2472,Marios Oikonomou,60,25,43,56,76,74,74
2473,Juan Pedro Ramírez López,59,35,54,46,74,77,74
2474,Adama Niane,74,74,51,70,20,68,74
2475,Dennis Diekmeier,86,40,65,65,70,74,74
2476,Guillermo Burdisso,45,41,51,49,74,80,74
2477,Rodrigo Ely,68,26,38,53,75,78,74
2478,Martín Benítez,82,70,66,78,33,62,74
2479,Romain Salin,74,70,66,74,31,72,74
2480,Seung Joon Kim,82,68,65,75,26,66,74
2481,Johnny Herrera,70,77,77,72,55,71,74
2482,Joost van Aken,69,34,56,60,74,72,74
2483,Geoffrey Jourdren,78,69,67,78,49,71,74
2484,Yusuf Yazıcı,73,70,75,75,47,70,74
2485,Maximiliano Velázquez,63,68,77,71,74,72,74
2486,David Marshall,73,71,67,76,49,73,74
2487,Jesus Fabrício Andrade Simões,73,46,67,73,75,68,74
2488,Paul-José Mpoku,76,75,72,76,47,71,74
2489,Rafael Santos Borré,78,74,66,74,35,60,74
2490,Mark Peñazco,73,57,74,72,70,75,74
2491,Ben Gibson,64,26,45,47,76,72,74
2492,Ali Çamdalı,37,62,67,66,72,77,74
2493,Jordan Ikoko,80,36,62,70,72,66,74
2494,Marko Dmitrović,68,78,77,73,37,77,74
2495,Sone Aluko,88,67,70,78,36,57,74
2496,Philipp Max,82,48,68,73,69,71,74
2497,Fernando Uribe,72,73,56,71,34,67,74
2498,Gerson Suleziano,74,64,69,70,70,78,74
2499,Julien Féret,46,69,76,73,53,68,74
2500,Ki Hun Yeom,69,71,77,72,36,72,74
2501,Andrés Cubas,70,46,66,70,73,56,74
2502,Enes Ünal,70,77,61,73,32,66,74
2503,Leonardo de Matos Cruz,80,69,70,74,71,75,74
2504,Ivan Obradović,72,59,71,72,69,72,74
2505,Florian Kainz,85,65,68,79,31,56,74
2506,Jamaal Lascelles,62,27,49,54,75,76,74
2507,Bartosz Białkowski,73,72,67,76,42,73,74
2508,Johan Guerredero,74,56,71,71,71,73,74
2509,Oier Sanjurjo Maté,73,61,68,68,72,77,74
2510,Arouna Koné,76,73,62,73,35,71,74
2511,Mauro Díaz,72,68,70,75,42,57,74
2512,Pione Sisto,84,72,64,79,52,66,74
2513,Alexandr Selikhov,74,72,72,75,39,77,74
2514,Mike Jensen,77,69,72,75,64,79,74
2515,José Pedro Fuenzalida,83,63,71,78,66,70,74
2516,Mbaye Leye,68,72,71,71,38,70,74
2517,Jae Sung Lee,68,64,73,72,57,70,74
2518,Glenn Whelan,42,63,70,68,74,73,74
2519,Omar Colley,72,31,52,50,71,83,74
2520,Alan Desenda,79,62,72,73,44,51,74
2521,Yoan Gouffran,73,72,71,76,51,70,74
2522,Juan Villar Vázquez,87,71,68,74,32,69,74
2523,Kendall Waston,55,30,44,44,71,86,74
2524,Mile Jedinák,49,67,65,60,76,81,74
2525,Renaud Cohade,54,68,76,73,63,70,74
2526,Luciano Pocrnjic,74,72,64,73,29,74,74
2527,Salih Uçan,73,72,72,76,68,59,74
2528,Deivson Rogério Da Silva,67,74,64,69,27,68,74
2529,Laurent Ciman,67,57,69,67,72,75,74
2530,Roberto Hilbert,68,55,71,71,73,72,74
2531,Justin Meram,76,73,68,78,62,68,74
2532,Nicolae Stanciu,69,71,72,75,39,62,74
2533,Giakumis Gutierrez,76,63,72,76,36,59,74
2534,Ersan Gülüm,59,51,54,57,72,85,74
2535,Florian Grillitsch,64,58,73,74,61,61,74
2536,David Omar Rodríguez Barrera,64,39,62,72,74,77,74
2537,Valber Albarado,71,65,75,74,39,67,74
2538,Mathieu Peybernès,57,30,49,50,76,74,74
2539,Diego González,68,66,68,71,73,81,74
2540,Derrick Luckassen,79,57,67,68,70,82,74
2541,Federico Peluso,64,50,59,59,80,72,74
2542,Laurent Pionnier,77,71,70,79,50,75,74
2543,Rodolfo Cota,74,70,67,75,57,77,74
2544,Paul Lasne,68,72,73,73,71,73,74
2545,Mamadou Samassa,78,71,67,78,52,71,74
2546,Artem Rebrov,74,68,65,76,36,78,74
2547,Moses Simon,91,71,64,79,30,62,74
2548,Bruno Alexandre Vilela Gama,73,68,74,76,41,59,74
2549,Fidel Chaves de la Torre,83,70,65,78,27,66,74
2550,Artur Yusupov,66,63,73,71,71,67,74
2551,Ricardo Sousa Esgaio,68,59,70,77,73,64,74
2552,Éder Marvin Oliveira Simão,56,46,59,50,74,75,74
2553,Federico Ricca,72,34,59,59,74,71,74
2554,David Simón Rodríguez Santana,77,46,66,70,70,71,74
2555,Hrvoje Milić,72,57,67,73,73,65,74
2556,Albert Rusnák,76,69,74,74,34,52,74
2557,Didier Ndong,70,60,66,72,74,78,74
2558,Ricardo Jorge Pinto da Silva,52,34,47,57,73,72,74
2559,Djalma Braume Manuel Abel Campos,83,68,69,75,41,73,74
2560,Antonino Ragusa,88,67,67,77,33,66,74
2561,Alfred Gomis,76,71,66,77,42,73,74
2562,Yohan Mollo,80,69,71,79,31,72,74
2563,Michael Dawson,29,33,44,37,76,73,74
2564,António José Pinheiro Carvalho,74,70,75,75,39,46,74
2565,Daniele Padelli,74,74,63,74,44,76,74
2566,Duško Tošić,37,47,63,61,74,80,74
2567,Thulani Serero,80,49,67,78,63,53,74
2568,Tim Sparv,52,55,67,61,72,77,74
2569,Jonathan Hogg,70,55,65,68,71,79,74
2570,Vincent Manceau,50,45,70,74,76,73,74
2571,Alexander Djiku,77,40,61,67,73,76,74
2572,Sergio Sánchez Ortega,67,52,59,56,74,78,74
2573,Álvaro Medrán Just,61,68,77,73,63,56,74
2574,Kevin Molino,77,70,65,77,46,66,74
2575,Enaldo Charles Toxeto Reis,68,54,58,63,73,74,74
2576,Gorka Elustondo Urkola,57,64,73,66,72,77,74
2577,Bojan Jokič,74,56,68,68,73,78,74
2578,Jonathan Schmid,75,68,71,74,61,74,74
2579,Moisés Gómez Bordonado,71,67,74,76,44,61,74
2580,Christopher Samba,30,48,45,46,75,75,74
2581,Edmilson Junior Da Silva,78,69,65,77,44,65,73
2582,Stijn Wuytens,59,59,73,68,70,73,73
2583,Milad Mohammadi,89,54,63,74,67,69,73
2584,Laureano Sanabria Ruiz,72,46,63,68,71,63,73
2585,David Ousted,70,73,67,73,37,70,73
2586,Tendai Ndoro,72,73,51,68,21,67,73
2587,Jaromír Zmrhal,81,69,69,70,52,68,73
2588,Unai Núñez Gestoso,59,22,43,44,73,69,73
2589,Henri Lansbury,62,69,71,70,59,77,73
2590,David Yurchenko,66,71,65,75,50,76,73
2591,Lei Wu,84,73,65,73,31,53,73
2592,Gabriel Boschilia,74,65,70,77,42,51,73
2593,Chan Hee Han,69,65,70,72,52,68,73
2594,Junior Stanislas,80,68,71,73,32,56,73
2595,Marc Wilson,60,57,65,64,74,70,73
2596,Syarhey Palitsevich,65,34,54,52,72,74,73
2597,Oussama Assaidi,82,69,67,81,33,51,73
2598,Jamie Maclaren,86,69,59,71,40,75,73
2599,Gaetano Letizia,88,41,61,68,68,72,73
2600,George Friend,72,56,63,71,73,78,73
2601,Damián Pérez,81,57,55,73,70,63,73
2602,Manuel Pasqual,68,56,77,72,69,68,73
2603,Masato Morishige,61,58,62,60,73,78,73
2604,Ilombe Mboyo,72,70,67,74,37,77,73
2605,Samuel Holmén,77,66,70,72,68,75,73
2606,Breno Ronaldo Duarte Catarino,74,43,58,57,71,73,73
2607,Carlos Santos Rodrigues,67,42,51,59,73,77,73
2608,Oscar Ustari,75,70,79,75,59,69,73
2609,Pajtim Kasami,66,68,70,71,62,77,73
2610,Lorenzo Pasciuti,87,52,66,76,52,64,73
2611,Alexander Mesa Travieso,82,72,61,72,27,62,73
2612,Bruno Manuel Araújo Braga,62,74,73,74,49,71,73
2613,Matt Miazga,65,25,45,56,72,77,73
2614,Miguel Ángel De las Cuevas,74,66,76,76,48,72,73
2615,Kai Havertz,72,59,71,75,40,57,73
2616,Sergiy Rybalka,59,62,76,70,66,61,73
2617,Giorgi Makaridze,78,69,56,75,28,71,73
2618,Johnathan Aparecido Silva,76,72,63,72,35,71,73
2619,Beram Kayal,71,61,70,73,67,81,73
2620,Mathieu Michel,74,71,67,75,49,72,73
2621,Antonio Di Gaudio,93,63,65,77,24,47,73
2622,Andreas Johansson,39,52,60,61,73,78,73
2623,Nelson Acevedo,70,53,63,68,71,79,73
2624,Karim Ansarifard,79,72,56,74,43,62,73
2625,Daniel Bessa,71,70,74,77,44,53,73
2626,Carlos Carbonero,76,70,74,75,39,63,73
2627,José Manuel García Naranjo,81,72,66,75,23,61,73
2628,Juan Martín Lucero,81,69,60,72,27,64,73
2629,Davide Calabria,78,41,65,72,71,69,73
2630,Douglas Franco Teixeira,54,48,52,54,71,76,73
2631,Santiago Vergini,42,38,63,64,75,77,73
2632,Miguel Ángel Garrido Cifuentes,86,51,60,71,66,76,73
2633,Kengo Nakamura,54,73,77,74,64,63,73
2634,Maximiliano Rocora,77,65,62,76,49,75,73
2635,Oleksandr Rybka,73,74,69,73,53,71,73
2636,Marko Vejinović,54,66,79,67,62,64,73
2637,Mohammed Al Sahlawi,70,74,61,70,21,74,73
2638,Federico Ceccherini,65,15,34,50,73,78,73
2639,Pietro Maurício Mendes Abranches,82,69,73,74,49,53,73
2640,Hector Matias Donadell,72,75,69,72,54,73,73
2641,Vincent Nogueira,73,64,72,73,60,63,73
2642,Luca Siligardi,81,68,69,77,26,62,73
2643,Konstantinos Laifis,67,63,68,67,73,73,73
2644,Dennis Appiah,78,37,60,62,71,77,73
2645,Ryan Gauld,84,62,70,78,38,46,73
2646,Clecildo Rafael Martins Ladislau,70,75,59,68,28,71,73
2647,Chris Löwe,79,60,68,70,70,69,73
2648,Julio Furch,57,74,59,65,34,78,73
2649,Remko Pasveer,72,75,60,70,43,75,73
2650,Sébastien Siani,67,67,71,71,69,74,73
2651,Franck Tabanou,73,68,72,71,72,70,73
2652,Francisco Silva,49,61,71,63,69,77,73
2653,Sinan Gümüş,86,74,65,77,31,66,73
2654,Salman Muwashar,90,69,65,76,31,71,73
2655,Jaime Tomás Abravanel Mestres,77,71,68,74,54,73,73
2656,Jonathan Delaplace,67,55,70,71,66,71,73
2657,Reto Ziegler,73,65,76,70,72,75,73
2658,Lucas Domingues Piazon,71,72,72,74,34,57,73
2659,André Alexandre Carreira Sousa,65,66,72,73,60,71,73
2660,Miguel Flaño Bezunartea,62,46,54,52,70,78,73
2661,Fábio José Ferreira Pacheco,68,55,62,64,73,72,73
2662,Paul McShane,50,37,59,50,71,79,73
2663,Luc Castaignos,72,71,63,69,28,74,73
2664,Matheus Uribe,75,67,71,70,68,78,73
2665,Frederico Peter Cabral Bardini,73,77,69,66,48,76,73
2666,Mateus Galiano da Costa,82,70,67,74,38,69,73
2667,Idrissa Mandiang,57,51,59,64,72,86,73
2668,Diego Barreto,76,73,62,74,35,71,73
2669,Almamy Touré,72,51,63,70,73,72,73
2670,Clément Chantôme,58,66,74,71,65,71,73
2671,Tom Lees,62,36,59,61,73,75,73
2672,Rodrigo Galo Brito,79,52,67,72,69,68,73
2673,Emil Krafth,76,52,65,69,72,71,73
2674,Diego González Polanco,68,28,57,52,73,75,73
2675,Ryan Jack,69,54,68,69,68,79,73
2676,Leonardo Jara,76,54,67,73,69,78,73
2677,Gastón Fernández,73,71,69,73,35,55,73
2678,Benjamin Pavard,71,43,65,68,74,67,73
2679,Jonny Hayes,89,64,69,75,44,68,73
2680,Fedor Kudryashov,72,45,63,66,72,72,73
2681,José Rodolfo Pires Ribeiro,77,56,71,76,63,67,73
2682,Simon Zoller,78,73,65,72,25,61,73
2683,Ilya Kutepov,33,47,57,47,74,74,73
2684,Mario Hermoso Canseco,85,39,61,66,72,74,73
2685,Ricardo Noir,89,70,68,72,46,70,73
2686,Miler Bolaños,82,71,64,76,30,61,73
2687,Joey Pelupessy,67,42,65,70,68,76,73
2688,Rafael Dartés,88,68,68,77,65,57,73
2689,Jeremiah St. Juste,83,52,54,70,72,74,73
2690,Elias Thiago Fontoira Marques,70,69,74,73,68,71,73
2691,Lorenzo Crisetig,55,51,72,72,66,75,73
2692,Arnold Kruiswijk,43,37,57,54,74,71,73
2693,Jordan Marié,64,56,67,73,69,69,73
2694,Romario Benzar,76,52,67,62,71,71,73
2695,Rudy Gestede,67,71,50,65,34,81,73
2696,Alex Pritchard,73,69,71,76,38,54,73
2697,Romain Philippoteaux,81,68,66,75,44,57,73
2698,Britt Assombalonga,82,71,57,69,41,71,73
2699,Sébastien Pocognoli,76,59,67,70,71,75,73
2700,Christoph Moritz,60,57,71,74,71,69,73
2701,Ivan Cavaleiro,86,68,66,76,38,69,73
2702,Maximiliano Urruti,78,75,56,72,53,71,73
2703,Daniel Ciofani,65,73,40,56,24,72,73
2704,Willard Katsande,69,62,64,69,73,76,73
2705,Luke Ayling,75,48,61,69,72,75,73
2706,Maximiliano Caire,83,38,59,70,72,73,73
2707,Kenneth Saief,77,70,70,73,49,70,73
2708,Aarón Ñíguez Esclápez,82,65,68,76,43,65,73
2709,Greg Cunningham,78,52,64,69,70,77,73
2710,Marcos Alam Paneira Almeida,57,57,67,68,73,72,73
2711,Mikael Lustig,58,53,66,67,76,73,73
2712,Kyle Bartley,55,27,49,50,72,79,73
2713,Gerardo Alcoba,68,38,47,57,73,75,73
2714,Kévin Monnet-Paquet,83,69,70,72,53,73,73
2715,Reinhold Yabo,78,58,69,74,65,77,73
2716,Enzo Kalinski,69,51,71,71,69,79,73
2717,Ja Ryong Koo,72,29,45,48,73,81,73
2718,Nicolás Sánchez,51,31,55,56,73,77,73
2719,Matteo Bianchetti,59,35,40,48,74,75,73
2720,Famara Diedhiou,59,72,44,65,26,72,73
2721,Filip Novák,79,62,69,70,69,74,73
2722,Lucas Pedro Alves de Lima,72,57,70,71,69,67,73
2723,Calmon Wergiton do Rosário,80,69,68,70,68,75,73
2724,Michael Santos,70,72,64,71,33,66,73
2725,Santiago Ascacibar,73,47,63,65,74,71,73
2726,Alexander Fransson,78,60,69,67,68,65,73
2727,Muriel Gustavo Becker,73,70,71,76,31,70,73
2728,Atsuto Uchida,69,47,70,75,73,52,73
2729,Federico Di Francesco,78,65,72,79,29,54,73
2730,Júlio César Pires Feitosa,70,48,62,65,75,77,73
2731,Néstor Susaeta Jaurrieta,66,72,77,72,41,62,73
2732,Fausto Antonio Tienza Nuñez,70,57,65,69,69,79,73
2733,Vinicius Lúcio Cardenha Caeiro,75,49,60,68,73,71,73
2734,Craig Gardner,53,73,71,70,70,78,73
2735,Osmar Ibañez Barba,53,57,65,55,73,81,73
2736,Yuto Nagatomo,83,49,58,69,71,65,73
2737,Oliver Sorg,74,55,66,71,72,69,73
2738,Lukáš Vácha,76,62,66,74,70,75,73
2739,Vid Belec,73,74,60,74,48,73,73
2740,Hans Gombez,61,34,47,39,74,76,73
2741,Graham Dorrans,66,69,76,70,60,67,73
2742,Alberto García Cabrera,77,70,69,72,63,70,73
2743,Joel Obi,80,63,70,77,69,69,73
2744,Conor Hourihane,69,67,74,69,65,75,73
2745,Brandley Kuwas,79,71,68,78,23,65,73
2746,Steeve Elana,74,72,67,71,37,71,73
2747,Iván Balliu Campeny,75,39,68,74,68,71,73
2748,Kalifa Coulibaly,74,71,60,62,27,76,73
2749,Leandro Trossard,80,72,70,77,19,60,73
2750,Axel Tuanzebe,75,34,57,64,73,72,73
2751,Boaz Myhill,74,71,69,78,44,70,73
2752,Michel Rovero,38,47,49,49,74,71,73
2753,Wellingt. Edson Sabrão Rolim,65,46,58,48,72,71,73
2754,David Remeseiro Salgueiro,80,72,65,78,30,62,73
2755,Erik Sviatchenko,69,50,58,55,71,78,73
2756,Ariel Rojas,67,70,73,72,64,70,73
2757,Richard Ortiz,72,67,68,72,67,77,73
2758,Christopher Buchtmann,70,63,74,73,59,65,73
2759,José Luís Moreno Barroso,76,78,51,67,49,76,73
2760,Jérémy Perbet,53,77,50,59,23,65,73
2761,Sergio Pellissier,43,79,64,72,29,52,73
2762,Gregory Fabianos,73,39,59,56,73,71,73
2763,Kelvin Amian Adou,73,41,64,68,73,74,73
2764,Guillermo Fernández,76,67,72,76,61,66,73
2765,Mu Kanazaki,77,70,67,74,30,80,73
2766,André Castro Pereira,67,71,71,74,63,76,73
2767,Luis Fuentes,72,59,68,70,72,73,73
2768,Jae Sung Lee,55,44,49,47,73,80,73
2769,Alexander Ring,78,60,69,72,70,73,73
2770,Andreas Isaksson,74,68,63,76,39,71,73
2771,Osvaldo Murilo Lodeiro Ferreira,73,49,53,53,74,69,73
2772,Nicolas Douchez,72,71,75,73,42,74,73
2773,Ezequiel Muñoz,53,29,43,45,74,76,73
2774,Cristian Molinaro,71,49,66,68,73,72,73
2775,Orlando Carlos Braga de Sá,62,71,57,70,34,73,73
2776,Osvaldo Martínez,65,70,71,73,59,71,73
2777,Alberto Guitián Ceballos,65,41,57,61,71,77,73
2778,Hlompho Kekana,69,73,67,65,70,77,73
2779,Danilo Senderón,74,43,58,57,71,73,73
2780,Fabiano Elton Sonta Pessoa,51,41,56,52,72,75,73
2781,Mathieu Coutadeur,62,66,70,73,58,72,73
2782,Mitchell Dijks,75,40,62,63,72,82,73
2783,Farid Díaz,76,50,66,69,70,68,73
2784,Ross McCormack,69,75,71,74,28,64,73
2785,Romain Danzé,66,59,71,69,72,71,73
2786,Carlos Clerc Martínez,78,52,64,72,66,73,73
2787,Federico Dionisi,80,74,49,68,29,64,73
2788,Stipe Perica,69,71,49,65,27,69,73
2789,Johan Djourou,69,36,42,38,75,75,73
2790,Rubén García Santos,81,65,68,79,36,62,73
2791,Ailton Jonas Valpaços Salazar,66,58,60,63,71,78,73
2792,Joo Ho Park,70,46,70,73,73,65,73
2793,Sergey Petrov,76,64,61,71,76,66,73
2794,Ryan Donk,58,64,68,67,69,78,73
2795,Alexandru Chipciu,77,69,71,72,48,70,73
2796,Willem Janssen,48,66,70,69,71,75,73
2797,Darwin Florada,82,69,73,74,49,53,73
2798,Achraf Lazaar,78,57,66,75,69,71,73
2799,Matías Fritzler,49,49,61,61,75,69,73
2800,Daniel Montenegro,45,72,75,72,32,56,73
2801,Bartosz Bereszyński,82,59,66,69,69,73,73
2802,Ørjan Nyland,74,68,78,75,48,74,73
2803,Uroš Spajić,68,40,53,62,72,76,73
2804,Richard Keogh,64,31,60,60,72,77,73
2805,Frédéric Sammaritano,75,64,72,75,23,57,73
2806,Santiago García,63,53,64,67,73,80,73
2807,José Verdú Nicolás,58,74,58,64,36,74,73
2808,Jonathan Fabbro,65,73,74,73,34,68,73
2809,Jair Pereira,55,38,52,53,75,78,73
2810,Rasmus Falk Jensen,82,65,63,77,27,67,73
2811,Sanjin Prcić,64,62,73,72,68,71,73
2812,André Ramalho Silva,55,59,65,65,73,73,73
2813,Jefferson Duque,69,73,55,68,27,69,73
2814,Jorge Pietro Carvalho Porfírio,60,54,58,53,72,78,73
2815,Edgar Miguel Ié,78,45,57,63,73,73,73
2816,Jorge Moreira,86,41,68,71,67,61,73
2817,Alexander Esswein,89,72,65,72,31,75,73
2818,Jakub Brabec,56,51,59,62,72,74,73
2819,Damien Delaney,31,41,49,39,73,79,73
2820,Ismaïla Sarr,93,68,63,76,20,59,73
2821,Marco Motta,74,56,69,69,70,76,73
2822,Liassine Cadamuro,68,39,65,62,73,77,73
2823,Joris van Overeem,72,59,73,76,53,57,73
2824,Jaime Mata Arnaiz,72,72,57,65,27,76,73
2825,Igor Lewczuk,54,46,62,61,73,83,73
2826,Felix Kroos,65,63,67,70,71,73,73
2827,Dario Escalonas,70,69,74,73,68,71,73
2828,Welinton Souza Silva,61,48,56,49,73,78,73
